1,3046006,25.851915
1,2729224,25.608582
1,3687721,25.390533
1,3658223,24.148933
1,1065094,24.038094
1,3298216,24.014288
1,2438310,23.97851
1,3200192,23.962833
1,3472286,23.814384
1,3558653,23.751297
1,3789894,23.289555
1,3350004,23.13932
1,3135508,22.978117
1,3616049,22.925943
1,3047842,22.848099
1,3030053,22.773172
1,3168352,22.736778
1,3035020,22.701248
1,3201100,22.680496
1,2769317,22.631573
1,3535728,22.53778
1,3600221,22.426075
1,3279509,22.284595
1,3809353,21.910656
1,2621382,21.903067
1,3714048,21.894613
1,2803987,21.839209
1,2984333,21.836428
1,3408525,21.736694
1,3272535,21.724398
1,2827078,21.450094
1,2912233,21.417349
1,3439772,21.36267
1,3178469,21.351637
1,3519780,21.1996
1,3634968,21.156282
1,3653538,21.105112
1,3555598,21.087744
1,3847958,21.016102
1,3484629,20.95139
1,3022139,20.945196
1,3892063,20.931639
1,2878708,20.786333
1,3649285,20.673054
1,3726508,20.665579
1,3315661,20.56429
1,3789898,20.540962
1,3721910,20.53439
1,3249579,20.417227
1,3113262,20.410337
1,3893488,20.406462
1,1569431,20.362782
1,2700595,20.33468
1,3030014,20.306618
1,3542916,20.249344
1,3512242,20.215961
1,3012841,20.206032
1,3480865,20.187817
1,3430024,20.134083
1,3752863,20.120646
1,2672287,20.041286
1,3879516,20.039104
1,3790039,19.964993
1,2791738,19.901894
1,3088380,19.872992
1,3395873,19.729101
1,2946615,19.702345
1,3731174,19.658775
1,2905587,19.654156
1,2769272,19.625784
1,3236176,19.551126
1,2884340,19.543793
1,3800334,19.494978
1,2657284,19.490059
1,2992055,19.40914
1,3859735,19.38779
1,548694,19.375471
1,3051892,19.361607
1,3410720,19.349766
1,2799006,19.318922
1,3623767,19.288229
1,2151901,19.187366
1,3030030,19.161999
1,3276827,19.155415
1,3164398,19.137634
1,3529420,19.111454
1,3460159,19.107988
1,3517532,19.103838
1,2769370,19.06553
1,3163182,19.038822
1,3558656,19.029501
1,2796222,19.010494
1,3588203,19.00872
1,3099212,18.99332
1,3088008,18.992094
1,2936738,18.98519
1,2934581,18.970304
1,3099620,18.966719
1,3096433,18.961536
1,3061725,18.906473
1,2584072,18.894604
1,2840376,18.887
1,3825604,18.862474
1,3298213,18.843258
1,2705345,18.84006
1,3236145,18.834341
1,3214351,18.777843
1,3876509,18.775923
1,3208579,18.775043
1,83849,18.752546
1,3004811,18.736193
1,3734632,18.734304
1,3555599,18.725233
1,3841493,18.717247
1,2556996,18.716171
1,3597853,18.71268
1,3716220,18.620752
1,2628646,18.61247
1,3633328,18.6097
1,3325014,18.605455
1,2805656,18.577007
1,3030041,18.55922
1,2888329,18.559193
1,3542890,18.550905
1,2991653,18.518242
1,2838367,18.473068
1,3018394,18.464134
1,3638527,18.447472
1,3383298,18.439396
1,2572047,18.414309
1,2740289,18.389278
1,3532780,18.37937
1,3400049,18.359697
1,2803956,18.353613
1,3439777,18.347427
1,3844652,18.344618
1,3030017,18.340986
1,2938490,18.33826
1,3567173,18.318027
1,3555596,18.31033
1,3565197,18.295057
1,3398086,18.293354
1,2270814,18.286839
1,3757809,18.280975
1,3030052,18.279053
1,3580746,18.275173
1,2566562,18.244402
1,2644321,18.242617
1,3716024,18.22963
1,3695259,18.15989
1,3672610,18.149307
1,2740215,18.138268
1,2883193,18.132671
1,2926429,18.111128
1,3476403,18.110138
1,3051228,18.100868
1,3542947,18.08649
1,3884856,18.083357
1,3410081,18.07443
1,3740785,18.047274
1,2732551,18.043776
1,3767805,18.042423
1,3245395,18.039291
1,3124275,18.024122
1,2714076,18.022963
1,1434771,18.0141
1,2607112,18.00985
1,2438311,18.004847
1,3726851,17.993128
1,3449433,17.967762
1,2780608,17.964247
1,3318237,17.95254
1,2800839,17.948977
1,3131249,17.945572
1,3518713,17.93617
1,3318220,17.91469
1,3219781,17.891727
1,3047867,17.886711
1,3867868,17.879349
1,3825647,17.86454
1,3272533,17.852955
1,1488835,17.839922
1,3675373,17.824644
1,2396176,17.801126
1,3310719,17.790405
1,2931406,17.782957
1,3796829,17.767433
1,2850857,17.752546
1,2206518,17.746235
1,3628474,17.735247
1,2958974,17.72813
1,3519039,17.696665
1,3180827,17.696365
1,3065056,17.694218
1,2686862,17.657755
1,3697146,17.657173
